"fieldID","name","packageType"
1226,"Scherbs North","Sixth Vegetative"
1227,"Scherbs South","Second Vegetative"
1227,"Scherbs South","Fourth Vegetative"
1227,"Scherbs South","Sixth Vegetative"
1228,"Schmolls 50","Second Vegetative"
1228,"Schmolls 50","Fourth Vegetative"
1228,"Schmolls 50","Sixth Vegetative"
1229,"Schmolls Home","Second Vegetative"
1229,"Schmolls Home","Fourth Vegetative"
1229,"Schmolls Home","Sixth Vegetative"
1230,"Sylvaria","Second Vegetative"
1230,"Sylvaria","Fourth Vegetative"
1230,"Sylvaria","Sixth Vegetative"
1231,"The 80","Second Vegetative"
1231,"The 80","Fourth Vegetative"
1231,"The 80","Sixth Vegetative"
1232,"Tims","Second Vegetative"
1232,"Tims","Fourth Vegetative"
1232,"Tims","Sixth Vegetative"
1233,"Tropics","Second Vegetative"
1233,"Tropics","Fourth Vegetative"
1233,"Tropics","Sixth Vegetative"
1234,"Brandt 80","Second Vegetative"
1234,"Brandt 80","Fourth Vegetative"
1234,"Brandt 80","Sixth Vegetative"
1235,"Eder 160","Second Vegetative"
1235,"Eder 160","Fourth Vegetative"
1235,"Eder 160","Sixth Vegetative"
1236,"Home 160","Second Vegetative"
1236,"Home 160","Fourth Vegetative"
1236,"Home 160","Sixth Vegetative"
1237,"Home 40","Second Vegetative"
1237,"Home 40","Fourth Vegetative"
1237,"Home 40","Sixth Vegetative"
1238,"Home 80","Second Vegetative"
1238,"Home 80","Fourth Vegetative"
1238,"Home 80","Sixth Vegetative"
1239,"Keostler 70","Second Vegetative"
1239,"Keostler 70","Fourth Vegetative"
1239,"Keostler 70","Sixth Vegetative"
1240,"Ramse 71","Second Vegetative"
1240,"Ramse 71","Fourth Vegetative"
1240,"Ramse 71","Sixth Vegetative"
1241,"Silo 160","Second Vegetative"
1241,"Silo 160","Fourth Vegetative"
1241,"Silo 160","Sixth Vegetative"
1242,"Willete 80","Second Vegetative"
1242,"Willete 80","Fourth Vegetative"
1242,"Willete 80","Sixth Vegetative"
1243,"Astas Main","Second Vegetative"
1243,"Astas Main","Fourth Vegetative"
1243,"Astas Main","Sixth Vegetative"
1244,"Astas North","Second Vegetative"
1244,"Astas North","Fourth Vegetative"
1244,"Astas North","Sixth Vegetative"
1245,"Astas South","Second Vegetative"
1245,"Astas South","Fourth Vegetative"
1245,"Astas South","Sixth Vegetative"
1246,"Bing Bing","Second Vegetative"
1246,"Bing Bing","Fourth Vegetative"
1246,"Bing Bing","Sixth Vegetative"
1247,"Pasture","Second Vegetative"
1247,"Pasture","Fourth Vegetative"
1247,"Pasture","Sixth Vegetative"
1248,"The 13","Second Vegetative"
1248,"The 13","Fourth Vegetative"
1248,"The 13","Sixth Vegetative"
1249,"The 77","Second Vegetative"
1249,"The 77","Fourth Vegetative"
1249,"The 77","Sixth Vegetative"
1250,"Chalsea","Second Vegetative"
1250,"Chalsea","Fourth Vegetative"
1250,"Chalsea","Sixth Vegetative"
1251,"Cob Pile","Second Vegetative"
1251,"Cob Pile","Fourth Vegetative"
1251,"Cob Pile","Sixth Vegetative"
1252,"Dougs 80","Second Vegetative"
1252,"Dougs 80","Fourth Vegetative"
1252,"Dougs 80","Sixth Vegetative"
1253,"Riverview East","Second Vegetative"
1253,"Riverview East","Fourth Vegetative"
1253,"Riverview East","Sixth Vegetative"
1254,"Riverview West","Second Vegetative"
1254,"Riverview West","Fourth Vegetative"
1254,"Riverview West","Sixth Vegetative"
1255,"Sams","Second Vegetative"
1255,"Sams","Fourth Vegetative"
1255,"Sams","Sixth Vegetative"
1256,"Sunny Brook","Second Vegetative"
1256,"Sunny Brook","Fourth Vegetative"
1256,"Sunny Brook","Sixth Vegetative"
1257,"Tenolds","Second Vegetative"
1257,"Tenolds","Fourth Vegetative"
1257,"Tenolds","Sixth Vegetative"
1258,"Tweetens East","Second Vegetative"
1258,"Tweetens East","Fourth Vegetative"
1258,"Tweetens East","Sixth Vegetative"
1259,"Tweetens West","Second Vegetative"
1259,"Tweetens West","Fourth Vegetative"
1259,"Tweetens West","Sixth Vegetative"
1260,"Andy North","Second Vegetative"
1260,"Andy North","Fourth Vegetative"
1260,"Andy North","Sixth Vegetative"
1261,"Andy South","Second Vegetative"
1261,"Andy South","Fourth Vegetative"
1261,"Andy South","Sixth Vegetative"
1262,"Home","Second Vegetative"
1262,"Home","Fourth Vegetative"
1262,"Home","Sixth Vegetative"
1263,"Maxwells","Second Vegetative"
1263,"Maxwells","Fourth Vegetative"
1263,"Maxwells","Sixth Vegetative"
1264,"Old Fathers","Second Vegetative"
1264,"Old Fathers","Fourth Vegetative"
1264,"Old Fathers","Sixth Vegetative"
1265,"South Farm","Second Vegetative"
1265,"South Farm","Fourth Vegetative"
1265,"South Farm","Sixth Vegetative"
1266,"Walts","Second Vegetative"
1266,"Walts","Fourth Vegetative"
1266,"Walts","Sixth Vegetative"
1267,"Arlens/Loge","Second Vegetative"
1267,"Arlens/Loge","Fourth Vegetative"
1267,"Arlens/Loge","Sixth Vegetative"
1268,"Emerald 28","Second Vegetative"
1268,"Emerald 28","Fourth Vegetative"
1268,"Emerald 28","Sixth Vegetative"
1269,"Erdahl Home","Second Vegetative"
1269,"Erdahl Home","Fourth Vegetative"
1269,"Erdahl Home","Sixth Vegetative"
1270,"Evelyns","Second Vegetative"
1270,"Evelyns","Fourth Vegetative"
1270,"Evelyns","Sixth Vegetative"
1271,"Hazels","Second Vegetative"
1271,"Hazels","Fourth Vegetative"
1271,"Hazels","Sixth Vegetative"
1272,"J-Ace","Second Vegetative"
1272,"J-Ace","Fourth Vegetative"
1272,"J-Ace","Sixth Vegetative"
1273,"Nelson Home","Second Vegetative"
1273,"Nelson Home","Fourth Vegetative"
1273,"Nelson Home","Sixth Vegetative"
1274,"Nelsons 80","Second Vegetative"
1274,"Nelsons 80","Fourth Vegetative"
1274,"Nelsons 80","Sixth Vegetative"
1275,"Badge Farm","Second Vegetative"
1275,"Badge Farm","Fourth Vegetative"
1275,"Badge Farm","Sixth Vegetative"
1276,"Beitland 40","Second Vegetative"
1276,"Beitland 40","Fourth Vegetative"
1276,"Beitland 40","Sixth Vegetative"
1277,"Beitland 80","Second Vegetative"
1277,"Beitland 80","Fourth Vegetative"
1277,"Beitland 80","Sixth Vegetative"
1278,"Bevs 160","Second Vegetative"
1278,"Bevs 160","Fourth Vegetative"
1278,"Bevs 160","Sixth Vegetative"
1279,"Bevs 80","Second Vegetative"
1279,"Bevs 80","Fourth Vegetative"
1279,"Bevs 80","Sixth Vegetative"
1280,"Chriss 40","Second Vegetative"
1280,"Chriss 40","Fourth Vegetative"
1280,"Chriss 40","Sixth Vegetative"
1281,"Chriss Place","Second Vegetative"
1281,"Chriss Place","Fourth Vegetative"
1281,"Chriss Place","Sixth Vegetative"
1282,"Corhus","Second Vegetative"
1282,"Corhus","Fourth Vegetative"
1282,"Corhus","Sixth Vegetative"
1283,"Coys North","Second Vegetative"
1283,"Coys North","Fourth Vegetative"
1283,"Coys North","Sixth Vegetative"
1284,"Coys South","Second Vegetative"
1284,"Coys South","Fourth Vegetative"
1284,"Coys South","Sixth Vegetative"
1285,"Kevin Johnson","Second Vegetative"
1285,"Kevin Johnson","Fourth Vegetative"
1285,"Kevin Johnson","Sixth Vegetative"
1286,"Tim Stenzel East","Second Vegetative"
1286,"Tim Stenzel East","Fourth Vegetative"
1286,"Tim Stenzel East","Sixth Vegetative"
1287,"Tim Stenzel West","Second Vegetative"
1287,"Tim Stenzel West","Fourth Vegetative"
1287,"Tim Stenzel West","Sixth Vegetative"
1288,"Darrins 40","Second Vegetative"
1288,"Darrins 40","Fourth Vegetative"
1288,"Darrins 40","Sixth Vegetative"
1289,"Darrins 60","Second Vegetative"
1289,"Darrins 60","Fourth Vegetative"
1289,"Darrins 60","Sixth Vegetative"
1290,"Darrins Place","Second Vegetative"
1290,"Darrins Place","Fourth Vegetative"
1290,"Darrins Place","Sixth Vegetative"
1291,"Mastins","Second Vegetative"
1291,"Mastins","Fourth Vegetative"
1291,"Mastins","Sixth Vegetative"
1292,"Derek","Second Vegetative"
1292,"Derek","Fourth Vegetative"
1292,"Derek","Sixth Vegetative"
1293,"Eichorn South","Second Vegetative"
1293,"Eichorn South","Fourth Vegetative"
1293,"Eichorn South","Sixth Vegetative"
1294,"East Quarter","Second Vegetative"
1294,"East Quarter","Fourth Vegetative"
1294,"East Quarter","Sixth Vegetative"
1295,"West Quarter","Second Vegetative"
1295,"West Quarter","Fourth Vegetative"
1295,"West Quarter","Sixth Vegetative"
1296,"Greenfields East","Second Vegetative"
1296,"Greenfields East","Fourth Vegetative"
1296,"Greenfields East","Sixth Vegetative"
1297,"Greenfields West","Second Vegetative"
1297,"Greenfields West","Fourth Vegetative"
1297,"Greenfields West","Sixth Vegetative"
1298,"Halverson 80","Second Vegetative"
1298,"Halverson 80","Fourth Vegetative"
1298,"Halverson 80","Sixth Vegetative"
1299,"James Hove Field","Second Vegetative"
1299,"James Hove Field","Fourth Vegetative"
1299,"James Hove Field","Sixth Vegetative"
1300,"Jesses Farm","Second Vegetative"
1300,"Jesses Farm","Fourth Vegetative"
1300,"Jesses Farm","Sixth Vegetative"
1301,"Larsons","Second Vegetative"
1301,"Larsons","Fourth Vegetative"
1301,"Larsons","Sixth Vegetative"
1302,"Moms 50/Sapps","Second Vegetative"
1302,"Moms 50/Sapps","Fourth Vegetative"
1302,"Moms 50/Sapps","Sixth Vegetative"
1303,"Moms 80","Second Vegetative"
1303,"Moms 80","Fourth Vegetative"
1303,"Moms 80","Sixth Vegetative"
1304,"ND102","Second Vegetative"
1304,"ND102","Fourth Vegetative"
1304,"ND102","Sixth Vegetative"
1305,"Rhode 80","Second Vegetative"
1305,"Rhode 80","Fourth Vegetative"
1305,"Rhode 80","Sixth Vegetative"
1306,"Sonja Field","Second Vegetative"
1306,"Sonja Field","Fourth Vegetative"
1306,"Sonja Field","Sixth Vegetative"
1307,"South of Road","Second Vegetative"
1307,"South of Road","Fourth Vegetative"
1307,"South of Road","Sixth Vegetative"
1308,"Bob Stenzel","Second Vegetative"
1308,"Bob Stenzel","Fourth Vegetative"
1308,"Bob Stenzel","Sixth Vegetative"
1309,"Myrl Stenzel","Second Vegetative"
1309,"Myrl Stenzel","Fourth Vegetative"
1309,"Myrl Stenzel","Sixth Vegetative"
1310,"Wessels","Second Vegetative"
1310,"Wessels","Fourth Vegetative"
1310,"Wessels","Sixth Vegetative"
1311,"Home North","Second Vegetative"
1311,"Home North","Fourth Vegetative"
1311,"Home North","Sixth Vegetative"
1312,"Aaron L","Second Vegetative"
1312,"Aaron L","Fourth Vegetative"
1312,"Aaron L","Sixth Vegetative"
1313,"Kelar South","Second Vegetative"
1313,"Kelar South","Fourth Vegetative"
1313,"Kelar South","Sixth Vegetative"
1314,"Kokamah East","Second Vegetative"
1314,"Kokamah East","Fourth Vegetative"
1314,"Kokamah East","Sixth Vegetative"
1315,"Kokamah West","Second Vegetative"
1315,"Kokamah West","Fourth Vegetative"
1315,"Kokamah West","Sixth Vegetative"
1316,"Eimers West","Second Vegetative"
1316,"Eimers West","Fourth Vegetative"
1316,"Eimers West","Sixth Vegetative"
1317,"Kelar West","Second Vegetative"
1317,"Kelar West","Fourth Vegetative"
1317,"Kelar West","Sixth Vegetative"
1318,"Pond Farm","Second Vegetative"
1318,"Pond Farm","Fourth Vegetative"
1318,"Pond Farm","Sixth Vegetative"
1319,"Terrace Farm","Second Vegetative"
1319,"Terrace Farm","Fourth Vegetative"
1319,"Terrace Farm","Sixth Vegetative"
1320,"Oak Lake North","Second Vegetative"
1320,"Oak Lake North","Fourth Vegetative"
1320,"Oak Lake North","Sixth Vegetative"
1321,"Oak Lake South","Second Vegetative"
1321,"Oak Lake South","Fourth Vegetative"
1321,"Oak Lake South","Sixth Vegetative"
1322,"Eimers 80","Second Vegetative"
1322,"Eimers 80","Fourth Vegetative"
1322,"Eimers 80","Sixth Vegetative"
1323,"Light Plant","Second Vegetative"
1323,"Light Plant","Fourth Vegetative"
1323,"Light Plant","Sixth Vegetative"
1324,"Andersons","Second Vegetative"
1324,"Andersons","Fourth Vegetative"
1324,"Andersons","Sixth Vegetative"
1325,"Barbs","Second Vegetative"
1325,"Barbs","Fourth Vegetative"
1325,"Barbs","Sixth Vegetative"
1326,"Buhmann Field","Second Vegetative"
1326,"Buhmann Field","Fourth Vegetative"
1326,"Buhmann Field","Sixth Vegetative"
1327,"Carls Place","Second Vegetative"
1327,"Carls Place","Fourth Vegetative"
1327,"Carls Place","Sixth Vegetative"
1328,"Dads","Second Vegetative"
1328,"Dads","Fourth Vegetative"
1328,"Dads","Sixth Vegetative"
1329,"Deons 80","Second Vegetative"
1329,"Deons 80","Fourth Vegetative"
1329,"Deons 80","Sixth Vegetative"
1330,"Harriets","Second Vegetative"
1330,"Harriets","Fourth Vegetative"
1330,"Harriets","Sixth Vegetative"
1331,"Homers Home","Second Vegetative"
1331,"Homers Home","Fourth Vegetative"
1331,"Homers Home","Sixth Vegetative"
1332,"Janices","Second Vegetative"
1332,"Janices","Fourth Vegetative"
1332,"Janices","Sixth Vegetative"
1333,"NW1/4","Second Vegetative"
1333,"NW1/4","Fourth Vegetative"
1333,"NW1/4","Sixth Vegetative"
1334,"Marvs North","Second Vegetative"
1334,"Marvs North","Fourth Vegetative"
1334,"Marvs North","Sixth Vegetative"
1335,"Marvs South","Second Vegetative"
1335,"Marvs South","Fourth Vegetative"
1335,"Marvs South","Sixth Vegetative"
1336,"North 40","Second Vegetative"
1336,"North 40","Fourth Vegetative"
1336,"North 40","Sixth Vegetative"
1337,"Oulman Farm","Second Vegetative"
1337,"Oulman Farm","Fourth Vegetative"
1337,"Oulman Farm","Sixth Vegetative"
1338,"Scarville 40","Second Vegetative"
1338,"Scarville 40","Fourth Vegetative"
1338,"Scarville 40","Sixth Vegetative"
1339,"Smiths","Second Vegetative"
1339,"Smiths","Fourth Vegetative"
1339,"Smiths","Sixth Vegetative"
1340,"Sunde Field","Second Vegetative"
1340,"Sunde Field","Fourth Vegetative"
1340,"Sunde Field","Sixth Vegetative"
1341,"The Shack","Second Vegetative"
1341,"The Shack","Fourth Vegetative"
1341,"The Shack","Sixth Vegetative"
1342,"Boge's Middle","Second Vegetative"
1342,"Boge's Middle","Fourth Vegetative"
1342,"Boge's Middle","Sixth Vegetative"
1343,"Boge's NW Corner","Second Vegetative"
1343,"Boge's NW Corner","Fourth Vegetative"
1343,"Boge's NW Corner","Sixth Vegetative"
1344,"Boge's SW Corner","Second Vegetative"
1344,"Boge's SW Corner","Fourth Vegetative"
1344,"Boge's SW Corner","Sixth Vegetative"
1345,"Bogey's","Second Vegetative"
1345,"Bogey's","Fourth Vegetative"
1345,"Bogey's","Sixth Vegetative"
1346,"Davidson East","Second Vegetative"
1346,"Davidson East","Fourth Vegetative"
1346,"Davidson East","Sixth Vegetative"
1347,"Davidson North","Second Vegetative"
1347,"Davidson North","Fourth Vegetative"
1347,"Davidson North","Sixth Vegetative"
1348,"Davidson S. 60","Second Vegetative"
1348,"Davidson S. 60","Fourth Vegetative"
1348,"Davidson S. 60","Sixth Vegetative"
1349,"Davidson's","Second Vegetative"
1349,"Davidson's","Fourth Vegetative"
1349,"Davidson's","Sixth Vegetative"
1350,"Inverson's Home","Second Vegetative"
1350,"Inverson's Home","Fourth Vegetative"
1350,"Inverson's Home","Sixth Vegetative"
1351,"Inverson's Peat","Second Vegetative"
1351,"Inverson's Peat","Fourth Vegetative"
1351,"Inverson's Peat","Sixth Vegetative"
1352,"Iverson 40","Second Vegetative"
1352,"Iverson 40","Fourth Vegetative"
1352,"Iverson 40","Sixth Vegetative"
1353,"Iverson Home","Second Vegetative"
1353,"Iverson Home","Fourth Vegetative"
1353,"Iverson Home","Sixth Vegetative"
1354,"Iversoon's N 40","Second Vegetative"
1354,"Iversoon's N 40","Fourth Vegetative"
1354,"Iversoon's N 40","Sixth Vegetative"
1355,"Loken","Second Vegetative"
1355,"Loken","Fourth Vegetative"
1355,"Loken","Sixth Vegetative"
1356,"Old Fathers","Second Vegetative"
1356,"Old Fathers","Fourth Vegetative"
1356,"Old Fathers","Sixth Vegetative"
1357,"Penny's","Second Vegetative"
1357,"Penny's","Fourth Vegetative"
1357,"Penny's","Sixth Vegetative"
1358,"Penny's Carpet Farm","Second Vegetative"
1358,"Penny's Carpet Farm","Fourth Vegetative"
1358,"Penny's Carpet Farm","Sixth Vegetative"
1359,"Penny's West Carpet","Second Vegetative"
1359,"Penny's West Carpet","Fourth Vegetative"
1359,"Penny's West Carpet","Sixth Vegetative"
1360,"Reike 11","Second Vegetative"
1360,"Reike 11","Fourth Vegetative"
1360,"Reike 11","Sixth Vegetative"
1361,"Ronny's East","Second Vegetative"
1361,"Ronny's East","Fourth Vegetative"
1361,"Ronny's East","Sixth Vegetative"
1362,"Ronny's West","Second Vegetative"
1362,"Ronny's West","Fourth Vegetative"
1362,"Ronny's West","Sixth Vegetative"
1363,"Scheider's Middle","Second Vegetative"
1363,"Scheider's Middle","Fourth Vegetative"
1363,"Scheider's Middle","Sixth Vegetative"
1364,"Scheider's NE 80","Second Vegetative"
1364,"Scheider's NE 80","Fourth Vegetative"
1364,"Scheider's NE 80","Sixth Vegetative"
1365,"Scheider's NW 52","Second Vegetative"
1365,"Scheider's NW 52","Fourth Vegetative"
1365,"Scheider's NW 52","Sixth Vegetative"
1366,"Schneider's SE 47","Second Vegetative"
1366,"Schneider's SE 47","Fourth Vegetative"
1366,"Schneider's SE 47","Sixth Vegetative"
1367,"Schnieder Farm","Second Vegetative"
1367,"Schnieder Farm","Fourth Vegetative"
1367,"Schnieder Farm","Sixth Vegetative"
1368,"Test Plot","Second Vegetative"
1368,"Test Plot","Fourth Vegetative"
1368,"Test Plot","Sixth Vegetative"
1369,"Thompson Home","Second Vegetative"
1369,"Thompson Home","Fourth Vegetative"
1369,"Thompson Home","Sixth Vegetative"
1370,"Thompson Home East","Second Vegetative"
1370,"Thompson Home East","Fourth Vegetative"
1370,"Thompson Home East","Sixth Vegetative"
1371,"Tower Farm","Second Vegetative"
1371,"Tower Farm","Fourth Vegetative"
1371,"Tower Farm","Sixth Vegetative"
1372,"Trolen North","Second Vegetative"
1372,"Trolen North","Fourth Vegetative"
1372,"Trolen North","Sixth Vegetative"
1373,"Trolen South","Second Vegetative"
1373,"Trolen South","Fourth Vegetative"
1373,"Trolen South","Sixth Vegetative"
1374,"Whacholz Farm","Second Vegetative"
1374,"Whacholz Farm","Fourth Vegetative"
1374,"Whacholz Farm","Sixth Vegetative"
1375,"Whelans","Second Vegetative"
1375,"Whelans","Fourth Vegetative"
1375,"Whelans","Sixth Vegetative"
1376,"Willaby N. Driveway","Second Vegetative"
1376,"Willaby N. Driveway","Fourth Vegetative"
1376,"Willaby N. Driveway","Sixth Vegetative"
1377,"Willaby N.W. Pie","Second Vegetative"
1377,"Willaby N.W. Pie","Fourth Vegetative"
1377,"Willaby N.W. Pie","Sixth Vegetative"
1378,"Willaby S. Driveway","Second Vegetative"
1378,"Willaby S. Driveway","Fourth Vegetative"
1378,"Willaby S. Driveway","Sixth Vegetative"
1379,"Willaby West 40","Second Vegetative"
1379,"Willaby West 40","Fourth Vegetative"
1379,"Willaby West 40","Sixth Vegetative"
1380,"Willy's","Second Vegetative"
1380,"Willy's","Fourth Vegetative"
1380,"Willy's","Sixth Vegetative"
1381,"Alans 40","Second Vegetative"
1381,"Alans 40","Fourth Vegetative"
1381,"Alans 40","Sixth Vegetative"
1382,"Bobs","Second Vegetative"
1382,"Bobs","Fourth Vegetative"
1382,"Bobs","Sixth Vegetative"
1383,"Corn Crib","Second Vegetative"
1383,"Corn Crib","Fourth Vegetative"
1383,"Corn Crib","Sixth Vegetative"
1384,"Drake","Second Vegetative"
1384,"Drake","Fourth Vegetative"
1384,"Drake","Sixth Vegetative"
1385,"Home 160","Second Vegetative"
1385,"Home 160","Fourth Vegetative"
1385,"Home 160","Sixth Vegetative"
1386,"N-Int.","Second Vegetative"
1386,"N-Int.","Fourth Vegetative"
1386,"N-Int.","Sixth Vegetative"
1387,"Nimz","Second Vegetative"
1387,"Nimz","Fourth Vegetative"
1387,"Nimz","Sixth Vegetative"
1388,"Schwen South","Second Vegetative"
1388,"Schwen South","Fourth Vegetative"
1388,"Schwen South","Sixth Vegetative"
1389,"SW-Int","Second Vegetative"
1389,"SW-Int","Fourth Vegetative"
1389,"SW-Int","Sixth Vegetative"
1390,"True","Second Vegetative"
1390,"True","Fourth Vegetative"
1390,"True","Sixth Vegetative"
1391,"Uncles","Second Vegetative"
1391,"Uncles","Fourth Vegetative"
1391,"Uncles","Sixth Vegetative"
1392,"Weyer 160","Second Vegetative"
1392,"Weyer 160","Fourth Vegetative"
1392,"Weyer 160","Sixth Vegetative"
1393,"Weyer 160 -2","Second Vegetative"
1393,"Weyer 160 -2","Fourth Vegetative"
1393,"Weyer 160 -2","Sixth Vegetative"
1394,"Weyer-80","Second Vegetative"
1394,"Weyer-80","Fourth Vegetative"
1394,"Weyer-80","Sixth Vegetative"
1395,"Grandpas","Second Vegetative"
1395,"Grandpas","Fourth Vegetative"
1395,"Grandpas","Sixth Vegetative"
1396,"Haase","Second Vegetative"
1396,"Haase","Fourth Vegetative"
1396,"Haase","Sixth Vegetative"
1397,"Hacklander","Second Vegetative"
1397,"Hacklander","Fourth Vegetative"
1397,"Hacklander","Sixth Vegetative"
1398,"Hacklander 2","Second Vegetative"
1398,"Hacklander 2","Fourth Vegetative"
1398,"Hacklander 2","Sixth Vegetative"
1399,"Kennedy","Second Vegetative"
1399,"Kennedy","Fourth Vegetative"
1399,"Kennedy","Sixth Vegetative"
1400,"Marvin West","Second Vegetative"
1400,"Marvin West","Fourth Vegetative"
1400,"Marvin West","Sixth Vegetative"
1401,"Meliza 80","Second Vegetative"
1401,"Meliza 80","Fourth Vegetative"
1401,"Meliza 80","Sixth Vegetative"
1402,"Meliza Peat","Second Vegetative"
1402,"Meliza Peat","Fourth Vegetative"
1402,"Meliza Peat","Sixth Vegetative"
1403,"Ogilvie","Second Vegetative"
1403,"Ogilvie","Fourth Vegetative"
1403,"Ogilvie","Sixth Vegetative"
1404,"Peterson Back","Second Vegetative"
1404,"Peterson Back","Fourth Vegetative"
1404,"Peterson Back","Sixth Vegetative"
1405,"Peterson House","Second Vegetative"
1405,"Peterson House","Fourth Vegetative"
1405,"Peterson House","Sixth Vegetative"
1406,"Sylvia","Second Vegetative"
1406,"Sylvia","Fourth Vegetative"
1406,"Sylvia","Sixth Vegetative"
1407,"BSS","Second Vegetative"
1407,"BSS","Fourth Vegetative"
1407,"BSS","Sixth Vegetative"
1408,"Evelyns","Second Vegetative"
1408,"Evelyns","Fourth Vegetative"
1408,"Evelyns","Sixth Vegetative"
1409,"Home 80","Second Vegetative"
1409,"Home 80","Fourth Vegetative"
1409,"Home 80","Sixth Vegetative"
1410,"Jamison/Brodie","Second Vegetative"
1410,"Jamison/Brodie","Fourth Vegetative"
1410,"Jamison/Brodie","Sixth Vegetative"
1411,"More","Second Vegetative"
1411,"More","Fourth Vegetative"
1411,"More","Sixth Vegetative"
1412,"Olson","Second Vegetative"
1412,"Olson","Fourth Vegetative"
1412,"Olson","Sixth Vegetative"
1413,"Tiegland","Second Vegetative"
1413,"Tiegland","Fourth Vegetative"
1413,"Tiegland","Sixth Vegetative"
1414,"Bishops East","Second Vegetative"
1414,"Bishops East","Fourth Vegetative"
1414,"Bishops East","Sixth Vegetative"
1415,"Dad Home","Second Vegetative"
1415,"Dad Home","Fourth Vegetative"
1415,"Dad Home","Sixth Vegetative"
1416,"Harolds","Second Vegetative"
1416,"Harolds","Fourth Vegetative"
1416,"Harolds","Sixth Vegetative"
1417,"Prairie","Second Vegetative"
1417,"Prairie","Fourth Vegetative"
1417,"Prairie","Sixth Vegetative"
1418,"Redans","Second Vegetative"
1418,"Redans","Fourth Vegetative"
1418,"Redans","Sixth Vegetative"
1419,"Steves Home","Second Vegetative"
1419,"Steves Home","Fourth Vegetative"
1419,"Steves Home","Sixth Vegetative"
1420,"The 60","Second Vegetative"
1420,"The 60","Fourth Vegetative"
1420,"The 60","Sixth Vegetative"
1421,"Walleys","Second Vegetative"
1421,"Walleys","Fourth Vegetative"
1421,"Walleys","Sixth Vegetative"
1422,"Grandmas","Second Vegetative"
1422,"Grandmas","Fourth Vegetative"
1422,"Grandmas","Sixth Vegetative"
1423,"Merls Home","Second Vegetative"
1423,"Merls Home","Fourth Vegetative"
1423,"Merls Home","Sixth Vegetative"
1424,"Merls North","Second Vegetative"
1424,"Merls North","Fourth Vegetative"
1424,"Merls North","Sixth Vegetative"
1425,"Naumans","Second Vegetative"
1425,"Naumans","Fourth Vegetative"
1425,"Naumans","Sixth Vegetative"
1426,"South Place","Second Vegetative"
1426,"South Place","Fourth Vegetative"
1426,"South Place","Sixth Vegetative"
1427,"Matts Home","Second Vegetative"
1427,"Matts Home","Fourth Vegetative"
1427,"Matts Home","Sixth Vegetative"
1428,"Robs Home","Second Vegetative"
1428,"Robs Home","Fourth Vegetative"
1428,"Robs Home","Sixth Vegetative"
1429,"Waynes East","Second Vegetative"
1429,"Waynes East","Fourth Vegetative"
1429,"Waynes East","Sixth Vegetative"
1430,"Waynes Home","Second Vegetative"
1430,"Waynes Home","Fourth Vegetative"
1430,"Waynes Home","Sixth Vegetative"
1431,"Grandmas 40","Second Vegetative"
1431,"Grandmas 40","Fourth Vegetative"
1431,"Grandmas 40","Sixth Vegetative"
1432,"Loris","Second Vegetative"
1432,"Loris","Fourth Vegetative"
1432,"Loris","Sixth Vegetative"
1433,"Terrys","Second Vegetative"
1433,"Terrys","Fourth Vegetative"
1433,"Terrys","Sixth Vegetative"
1434,"East Place","Second Vegetative"
1434,"East Place","Fourth Vegetative"
1434,"East Place","Sixth Vegetative"
1435,"Hanks East","Second Vegetative"
1435,"Hanks East","Fourth Vegetative"
1435,"Hanks East","Sixth Vegetative"
1436,"Hanks Home","Second Vegetative"
1436,"Hanks Home","Fourth Vegetative"
1436,"Hanks Home","Sixth Vegetative"
1437,"James","Second Vegetative"
1437,"James","Fourth Vegetative"
1437,"James","Sixth Vegetative"
1438,"Magnuson","Second Vegetative"
1438,"Magnuson","Fourth Vegetative"
1438,"Magnuson","Sixth Vegetative"
1439,"DeWaynes Home","Second Vegetative"
1439,"DeWaynes Home","Fourth Vegetative"
1439,"DeWaynes Home","Sixth Vegetative"
1440,"DeWaynes West","Second Vegetative"
1440,"DeWaynes West","Fourth Vegetative"
1440,"DeWaynes West","Sixth Vegetative"
1441,"Brandts","Second Vegetative"
1441,"Brandts","Fourth Vegetative"
1441,"Brandts","Sixth Vegetative"
1442,"Home","Second Vegetative"
1442,"Home","Fourth Vegetative"
1442,"Home","Sixth Vegetative"
1443,"Kd North","Second Vegetative"
1443,"Kd North","Fourth Vegetative"
1443,"Kd North","Sixth Vegetative"
1444,"Kd South","Second Vegetative"
1444,"Kd South","Fourth Vegetative"
1444,"Kd South","Sixth Vegetative"
1445,"Ledyard 12 NE","Second Vegetative"
1445,"Ledyard 12 NE","Fourth Vegetative"
1445,"Ledyard 12 NE","Sixth Vegetative"
1446,"Ledyard 3","Second Vegetative"
1446,"Ledyard 3","Fourth Vegetative"
1446,"Ledyard 3","Sixth Vegetative"
1447,"Springfield 14","Second Vegetative"
1447,"Springfield 14","Fourth Vegetative"
1447,"Springfield 14","Sixth Vegetative"
1448,"Springfield 15 East","Second Vegetative"
1448,"Springfield 15 East","Fourth Vegetative"
1448,"Springfield 15 East","Sixth Vegetative"
1449,"Springfield 15 West","Second Vegetative"
1449,"Springfield 15 West","Fourth Vegetative"
1449,"Springfield 15 West","Sixth Vegetative"
1450,"Springfield 20","Second Vegetative"
1450,"Springfield 20","Fourth Vegetative"
