"Field Name","fieldID","Plant Date","Days from Plant to Imaging Period","Days from Current Day until Imaging event","Predicted Date of Imaging Event","Imaging Event Name","-1 Morning","-1 Midday","-1 Afternoon","0 Morning","0 Midday","0 Afternoon","1 Morning","1 Midday","1 Afternoon","2 Morning","2 Midday","2 Afternoon","3 Morning","3 Midday","3 Afternoon"
"Joe-40","667","2015-04-15","81","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"#21","1642","2015-04-29","67","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"#21","1643","2015-04-29","67","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"#21","1644","2015-04-29","67","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"#11","1646","2015-04-30","66","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"Macomb-IL","287","2015-04-16","80","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"K-State West","331","2015-04-22","74","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"K State West","333","2015-04-22","74","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"Mike's","635","2015-04-17","79","41","2015-07-05","Fifth Vegetative","","","","","","","","","","","","","","",""
"Philo-IL","284","2015-04-30","67","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"HQ - NE","1011","2015-04-24","73","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Jim Home North","591","2015-04-22","75","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Jim Home South","592","2015-04-22","75","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Jim Home North","595","2015-04-22","75","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Franklin-IN","304","2015-05-04","63","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Drew House","334","2015-05-03","64","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","599","2015-04-11","86","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"N. Doran","1633","2015-05-01","66","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"S. Doran","1634","2015-04-30","67","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Patterson Ranch- South Bottom","336","2015-04-22","75","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Jim North","593","2015-04-22","75","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Esther East","594","2015-04-23","74","42","2015-07-06","Fifth Vegetative","","","","","","","","","","","","","","",""
"Barrett 40","1021","2015-04-27","71","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"Farmers Drive","1023","2015-04-25","73","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"Farmersburg-IN","296","2015-05-07","61","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"Austin-IN","297","2015-05-05","63","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"Don's","661","2015-04-15","83","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"Perrysville-IN","294","2015-04-29","69","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"S Bottom 158","1014","2015-04-28","70","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hibbard North","1015","2015-04-28","70","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"Houston","1631","2015-05-02","66","43","2015-07-07","Fifth Vegetative","","","","","","","","","","","","","","",""
"Field 1 ","326","2015-04-01","98","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"E Hammonds 92","1012","2015-04-30","69","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"S Hoopers 123","1013","2015-04-30","69","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hall","1024","2015-05-01","68","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"#7","1641","2015-05-04","65","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Erling","1007","2015-04-17","82","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Bishop","651","2015-04-17","82","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Irwin","653","2015-04-17","82","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hiawatha-KS","273","2015-05-01","68","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"SAX-2010","1016","2015-04-29","70","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Kyle's","614","2015-04-27","72","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Kreiger","678","2015-04-30","69","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"The 90","652","2015-04-14","85","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Tom Wilson","1630","2015-05-03","66","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"Mudd Creek corn 2015","986","2015-04-16","83","44","2015-07-08","Fifth Vegetative","","","","","","","","","","","","","","",""
"DOR-1","1022","2015-05-01","69","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","634","2015-04-29","71","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"Waco-NE","251","2015-04-16","84","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"Richland-IA","277","2015-04-17","83","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"Graves","664","2015-04-20","80","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"3218-BAUM","438","2015-04-18","82","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"Leroy/Hamann","658","2015-04-17","83","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"2092-BAILEY WEST","388","2015-04-17","83","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"3208-STOOKEY","395","2015-04-17","83","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"3250-BAILEY HOME","396","2015-04-17","83","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"3249-POLK WEBSTER","479","2015-04-17","83","45","2015-07-09","Fifth Vegetative","","","","","","","","","","","","","","",""
"Allen's","654","2015-04-29","72","46","2015-07-10","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","655","2015-04-26","75","46","2015-07-10","Fifth Vegetative","","","","","","","","","","","","","","",""
"Dorchester-NE","255","2015-04-22","79","46","2015-07-10","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","608","2015-04-27","74","46","2015-07-10","Fifth Vegetative","","","","","","","","","","","","","","",""
"N-120","611","2015-04-28","73","46","2015-07-10","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","612","2015-04-30","71","46","2015-07-10","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hoke","648","2015-04-20","81","46","2015-07-10","Fifth Vegetative","","","","","","","","","","","","","","",""
"Blue Grass","645","2015-04-22","79","46","2015-07-10","Fifth Vegetative","","","","","","","","","","","","","","",""
"Irwins","662","2015-05-01","71","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","604","2015-04-29","73","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Schmalz","598","2015-04-30","72","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Rock","1001","2015-04-23","79","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Oaks","663","2015-04-29","73","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Demotte-IN","300","2015-04-28","74","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Lee","998","2015-04-23","79","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Block","600","2015-04-30","72","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"N-80","620","2015-05-01","71","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Gordon","633","2015-05-01","71","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Swedsbung","666","2015-05-01","71","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"Stanwood-IA","281","2015-04-16","86","47","2015-07-11","Fifth Vegetative","","","","","","","","","","","","","","",""
"North Field","579","2015-04-30","73","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"South Corn","580","2015-04-29","74","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home/Jansen","615","2015-04-29","74","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Jason Spain","1000","2015-04-30","73","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Jansen","668","2015-04-16","87","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Frye","617","2015-04-28","75","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Lee's South","656","2015-04-29","74","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Emery","609","2015-04-30","73","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Reeds","610","2015-04-30","73","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Elvira","650","2015-04-30","73","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"SiouxCenter-IA","233","2015-04-17","86","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"George's","619","2015-04-30","73","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"KTNW & KTNE","636","2015-05-04","69","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Pella-IA","278","2015-04-30","73","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","618","2015-04-28","75","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Wisconsin","616","2015-05-01","72","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Bachus","641","2015-04-29","74","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Meyer","646","2015-04-29","74","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Tucker corn 2015","988","2015-04-29","74","48","2015-07-12","Fifth Vegetative","","","","","","","","","","","","","","",""
"Lowden","601","2015-05-01","73","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Aurora","256","2015-05-01","73","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Baustian","613","2015-05-01","73","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Blencoe-IA","229","2015-04-27","77","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Chubbies","996","2015-05-02","72","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","997","2015-05-01","73","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Dads","1002","2015-05-01","73","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Curtis","605","2015-05-03","71","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Frank's","657","2015-05-01","73","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Barber","1004","2015-05-02","72","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","1008","2015-05-02","72","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Stevenson corn 2015","990","2015-05-02","72","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"2091-BAILEY","363","2015-05-03","71","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"2131-BURBRINK","365","2015-05-02","72","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"2132-ROWLAND","491","2015-05-02","72","49","2015-07-13","Fifth Vegetative","","","","","","","","","","","","","","",""
"Holdrege-NE","219","2015-04-28","77","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"NorthBend","258","2015-04-30","75","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"Peterson","585","2015-04-27","78","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"Banowetz South","602","2015-05-01","74","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"Doyle","603","2015-05-01","74","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hofer","607","2015-05-04","71","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"Pithan East","999","2015-05-01","74","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"Lone Tree 9","587","2015-04-21","84","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"Westcott/Rebuhn","586","2015-04-22","83","50","2015-07-14","Fifth Vegetative","","","","","","","","","","","","","","",""
"Spider Ag Cover Crop/Quick Roots Trial","332","2015-05-16","60","51","2015-07-15","Fifth Vegetative","","","","","","","","","","","","","","",""
"Albion","253","2015-04-27","79","51","2015-07-15","Fifth Vegetative","","","","","","","","","","","","","","",""
"Betty's","625","2015-04-30","76","51","2015-07-15","Fifth Vegetative","","","","","","","","","","","","","","",""
"Robert Grossman","628","2015-04-30","76","51","2015-07-15","Fifth Vegetative","","","","","","","","","","","","","","",""
"W-150","597","2015-05-05","71","51","2015-07-15","Fifth Vegetative","","","","","","","","","","","","","","",""
"Joice","640","2015-05-04","72","51","2015-07-15","Fifth Vegetative","","","","","","","","","","","","","","",""
"Larry Jr. Farm","632","2015-04-30","76","51","2015-07-15","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hoover/Wagner North","584","2015-04-29","77","51","2015-07-15","Fifth Vegetative","","","","","","","","","","","","","","",""
"Mitchell-SD","232","2015-05-01","76","52","2015-07-16","Fifth Vegetative","","","","","","","","","","","","","","",""
"Wakefield","249","2015-04-29","78","52","2015-07-16","Fifth Vegetative","","","","","","","","","","","","","","",""
"Larry Jr. corn 2015","1010","2015-05-02","75","52","2015-07-16","Fifth Vegetative","","","","","","","","","","","","","","",""
"Pitts 5","582","2015-05-02","75","52","2015-07-16","Fifth Vegetative","","","","","","","","","","","","","","",""
"Pitts 5","583","2015-05-02","75","52","2015-07-16","Fifth Vegetative","","","","","","","","","","","","","","",""
"Worthington-MN","230","2015-04-23","85","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Carl McKinney","1629","2015-05-19","59","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"SW8","1635","2015-05-20","58","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Humboldt Farm","354","2015-04-29","79","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Apple Field 1","679","2015-05-01","77","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Apple Field 2","680","2015-05-01","77","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Plainview","259","2015-04-29","79","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Homer","1628","2015-05-20","58","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Creston-IA","279","2015-05-08","70","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Arcadia-IA","274","2015-04-29","79","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Platteville-WI","224","2015-04-30","78","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Osco-IL","288","2015-05-12","66","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Grell Farm","627","2015-04-28","80","53","2015-07-17","Fifth Vegetative","","","","","","","","","","","","","","",""
"Janesville-WI","223","2015-04-29","80","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Packwood corn 2015","993","2015-05-13","66","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"K-State East","330","2015-05-21","58","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Vincent-IA","234","2015-05-01","78","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Kings","344","2015-05-03","76","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hazen","1005","2015-05-12","67","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home Place","338","2015-05-02","77","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"The 80","339","2015-05-01","78","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Kennings","341","2015-05-01","78","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hartje NE","588","2015-05-02","77","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hartje NW","589","2015-05-02","77","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hartje West","590","2015-05-02","77","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Dad's","1006","2015-05-12","67","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Mente","638","2015-05-10","69","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"House","327","2015-04-20","89","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Boehnke Split","621","2015-04-28","81","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Trail Farm","622","2015-04-28","81","54","2015-07-18","Fifth Vegetative","","","","","","","","","","","","","","",""
"Truman-MN","268","2015-04-28","82","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Corn Field 1","676","2015-04-01","109","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Corn Field 1","897","2015-04-01","109","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"North Platte-NE","220","2015-05-01","79","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"PH3","670","2015-04-30","80","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"County Home","1003","2015-05-15","65","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Peitzke Farm","624","2015-05-02","78","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home Farm Split","626","2015-05-01","79","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home W Farm","629","2015-04-30","80","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Arvids N 80","630","2015-05-01","79","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Stricker 80 Split","631","2015-04-30","80","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Mud Creek beans 2015","985","2015-05-15","65","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Tucker beans 2015","987","2015-05-13","67","55","2015-07-19","Fifth Vegetative","","","","","","","","","","","","","","",""
"Elgin-MN","261","2015-04-17","94","56","2015-07-20","Fifth Vegetative","","","","","","","","","","","","","","",""
"Sanborn-MN","262","2015-04-27","84","56","2015-07-20","Fifth Vegetative","","","","","","","","","","","","","","",""
"Lafayette-IN","301","2015-05-18","63","56","2015-07-20","Fifth Vegetative","","","","","","","","","","","","","","",""
"Hayfield-MN","265","2015-04-28","84","57","2015-07-21","Fifth Vegetative","","","","","","","","","","","","","","",""
"Packwood beans 2015","994","2015-05-19","63","57","2015-07-21","Fifth Vegetative","","","","","","","","","","","","","","",""
"Henderson-MN","263","2015-04-23","89","57","2015-07-21","Fifth Vegetative","","","","","","","","","","","","","","",""
"Noelle TEST1","905","2015-05-14","68","57","2015-07-21","Fifth Vegetative","","","","","","","","","","","","","","",""
"Pocahontas-IA","237","2015-05-08","74","57","2015-07-21","Fifth Vegetative","","","","","","","","","","","","","","",""
"40","995","2015-05-19","64","58","2015-07-22","Fifth Vegetative","","","","","","","","","","","","","","",""
"Danube-MN","264","2015-04-29","84","58","2015-07-22","Fifth Vegetative","","","","","","","","","","","","","","",""
"Manchester-IA","280","2015-05-13","70","58","2015-07-22","Fifth Vegetative","","","","","","","","","","","","","","",""
"Wilkon","649","2015-05-19","64","58","2015-07-22","Fifth Vegetative","","","","","","","","","","","","","","",""
"County Poor Farm","623","2015-05-08","75","58","2015-07-22","Fifth Vegetative","","","","","","","","","","","","","","",""
"Home","606","2015-05-20","63","58","2015-07-22","Fifth Vegetative","","","","","","","","","","","","","","",""
"Liza1","902","2015-05-01","82","58","2015-07-22","Fifth Vegetative","","","","","","","","","","","","","","",""
"BeaverDam-WI","225","2015-05-08","76","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"CharlesCity-IA","275","2015-05-12","72","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"PH 2","669","2015-05-10","74","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Britt-IA","236","2015-05-09","75","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Larry Jr. beans 2015","1009","2015-05-18","66","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Pierre-SD","317","2015-04-29","85","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Precision Ag - Innovation","320","2015-04-23","91","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Agronomy - SW3","323","2015-04-24","90","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Agronomy SW4N","573","2015-04-24","90","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Agronomy - NE7","578","2015-04-25","89","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"TroyGrove-IL","291","2015-05-19","65","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Across from Bins","569","2015-05-04","80","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Across Road from Bins","570","2015-05-04","80","59","2015-07-23","Fifth Vegetative","","","","","","","","","","","","","","",""
"Faulkton-SD","312","2015-04-30","85","60","2015-07-24","Fifth Vegetative","","","","","","","","","","","","","","",""
"Agronomy - SW1","322","2015-04-25","90","60","2015-07-24","Fifth Vegetative","","","","","","","","","","","","","","",""
"Agronomy - SW5","576","2015-04-27","88","60","2015-07-24","Fifth Vegetative","","","","","","","","","","","","","","",""
"Santiago-MN","270","2015-04-30","86","61","2015-07-25","Fifth Vegetative","","","","","","","","","","","","","","",""
"Menomonie-WI","221","2015-05-05","81","61","2015-07-25","Fifth Vegetative","","","","","","","","","","","","","","",""
"Wheat Farm 2","895","2015-05-01","85","61","2015-07-25","Fifth Vegetative","","","","","","","","","","","","","","",""
"Ainsworth-NE","257","2015-05-14","72","61","2015-07-25","Fifth Vegetative","","","","","","","","","","","","","","",""
"BrownsValley-MN","244","2015-04-28","88","61","2015-07-25","Fifth Vegetative","","","","","","","","","","","","","","",""
"DeKalb-IL","292","2015-05-19","67","61","2015-07-25","Fifth Vegetative","","","","","","","","","","","","","","",""
"FergusFalls-MN","247","2015-04-29","88","62","2015-07-26","Fifth Vegetative","","","","","","","","","","","","","","",""
"Holloway-MN","269","2015-05-05","82","62","2015-07-26","Fifth Vegetative","","","","","","","","","","","","","","",""
"South River Farms","907","2015-04-30","87","62","2015-07-26","Fifth Vegetative","","","","","","","","","","","","","","",""
"Chris North 1/4","910","2015-04-30","87","62","2015-07-26","Fifth Vegetative","","","","","","","","","","","","","","",""
"Walfreds","939","2015-04-30","87","62","2015-07-26","Fifth Vegetative","","","","","","","","","","","","","","",""
"Cosh North","957","2015-04-30","87","62","2015-07-26","Fifth Vegetative","","","","","","","","","","","","","","",""
"Reuters Middle","961","2015-04-30","87","62","2015-07-26","Fifth Vegetative","","","","","","","","","","","","","","",""
"Cosh South","967","2015-04-30","87","62","2015-07-26","Fifth Vegetative","","","","","","","","","","","","","","",""
"Westport-MN","260","2015-05-01","87","63","2015-07-27","Fifth Vegetative","","","","","","","","","","","","","","",""
"Olsens","914","2015-05-02","86","63","2015-07-27","Fifth Vegetative","","","","","","","","","","","","","","",""
"Almena-WI","222","2015-05-05","84","64","2015-07-28","Fifth Vegetative","","","","","","","","","","","","","","",""
"Wheat Field 1","894","2015-05-07","82","64","2015-07-28","Fifth Vegetative","","","","","","","","","","","","","","",""
"Watertown-SD","231","2015-05-05","84","64","2015-07-28","Fifth Vegetative","","","","","","","","","","","","","","",""
"Belgrade-MN","267","2015-05-04","85","64","2015-07-28","Fifth Vegetative","","","","","","","","","","","","","","",""
"Strasburg-ND","315","2015-05-01","89","65","2015-07-29","Fifth Vegetative","","","","","","","","","","","","","","",""
"Ulen-MN","245","2015-04-30","90","65","2015-07-29","Fifth Vegetative","","","","","","","","","","","","","","",""
"Agronomy - SW4","321","2015-05-08","83","66","2015-07-30","Fifth Vegetative","","","","","","","","","","","","","","",""
"Test Field 3","904","2015-05-07","86","68","2015-08-01","Fifth Vegetative","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
